2012-12-15,13,3,3
2012-10-03,141,5,1
2013-01-03,115,8,3
2012-09-24,135,10,4
2012-09-06,142,1,1
2012-12-23,108,4,2
2012-12-08,145,5,1
2013-01-14,147,11,6
2012-10-12,120,4,2
2012-09-03,4,1,3
2013-01-18,46,3,2
2013-01-17,85,3,1
2012-11-11,109,3,1
2012-10-09,92,8,1
2012-09-17,28,2,3
2013-01-12,64,4,1
2012-11-29,4,12,2
2012-10-22,25,4,4
2013-01-21,42,11,5
2012-12-18,23,8,5
2012-12-23,76,7,2
2012-12-02,69,5,2
2012-10-02,150,1,2
2013-01-14,112,10,2
2012-11-04,18,7,2
2012-12-12,77,10,5
2013-01-14,54,4,5
2012-12-06,117,5,1
2012-09-30,74,6,4
2012-10-28,151,12,2
2012-11-09,125,6,5
2012-10-08,32,5,5
2012-10-04,34,12,6
2012-12-31,153,3,5
2012-11-06,27,10,1
2012-10-04,137,1,4
2012-09-28,46,9,2
2012-09-12,148,5,3
2013-01-14,30,9,5
2013-01-14,36,11,3
2012-12-05,54,7,5
2012-12-11,24,2,3
2012-11-15,24,3,2
2012-09-14,151,1,2
2012-10-13,132,8,4
2012-09-16,127,3,2
2012-09-29,123,2,1
2012-12-19,86,2,1
2012-12-08,18,12,6
2012-10-14,74,8,5
2012-12-18,111,2,6
2013-01-17,100,2,4
2012-12-13,90,11,3
2012-12-08,70,5,2
2012-09-13,103,10,4
2013-01-01,18,11,5
2012-09-03,105,4,6
2012-11-25,58,6,2
2012-11-25,144,11,6
2013-01-21,1,11,5
2012-11-29,32,10,2
2012-09-19,33,8,6
2012-09-06,109,2,3
2012-09-05,87,8,6
2012-10-11,41,12,3
2012-12-05,152,10,3
2013-01-22,94,6,4
2013-01-08,69,2,5
2012-12-11,1,5,5
2012-11-29,44,10,2
2012-10-13,34,5,5
2013-01-13,21,12,5
2013-01-10,136,7,2
2012-10-25,105,4,2
2012-11-20,12,7,2
2013-01-12,95,4,2
2012-12-15,111,6,2
2012-09-27,100,2,1
2012-12-08,56,4,3
2012-09-09,80,1,6
2012-11-12,146,6,3
2012-11-16,82,11,1
2012-12-27,94,12,6
2012-10-06,41,7,3
2012-10-04,139,2,5
2012-09-22,56,1,3
2013-01-03,46,8,4
2013-01-10,8,5,4
2013-01-03,52,7,6
2012-10-24,120,4,4
2012-10-02,60,4,3
2012-10-29,122,4,6
2012-11-30,6,7,2
2012-09-25,53,8,2
2012-09-27,90,1,3
2012-11-21,152,9,6
2012-12-26,41,2,6
2012-10-05,31,10,3
2012-11-16,30,6,1
2012-10-16,63,7,6
2012-09-25,140,8,1
2012-10-18,19,1,1
2012-10-07,18,3,4
2012-10-31,100,1,6
2013-01-16,35,6,6
2013-01-21,82,7,5
2012-12-28,62,7,2
2012-10-21,11,9,5
2012-10-05,77,4,3
2012-10-27,105,4,1
2013-01-02,59,1,4
2012-10-30,82,10,4
2012-12-03,63,9,6
2013-01-22,114,8,6
2012-11-05,25,3,5
2012-12-07,14,10,3
2012-11-21,28,6,4
2012-12-05,46,7,5
2012-12-27,148,11,1
2012-10-09,111,9,3
2013-01-13,91,12,6
2012-12-26,114,9,1
2012-11-16,65,10,6
2012-11-12,29,1,3
2012-09-07,64,2,5
2012-12-28,150,12,3
2012-11-06,19,4,5
2012-11-05,146,5,4
2012-12-26,24,6,5
2012-12-30,69,12,5
2012-09-03,76,4,5
2012-09-05,111,1,5
2013-01-13,3,11,4
2012-12-17,139,3,3
2012-12-31,133,3,1
2012-10-09,33,11,3
2012-09-25,4,2,2
2012-10-01,9,4,6
2012-12-16,29,10,6
2012-12-02,17,6,5
2013-01-03,153,3,2
2012-09-03,71,2,6
2013-01-02,52,4,6
2012-09-04,116,3,4
2012-09-12,90,1,5
2012-09-30,20,5,3
2012-10-18,24,4,6
2012-11-11,64,9,1
2012-12-12,90,7,2
2013-01-21,3,11,2
2012-12-04,137,7,3
2012-12-24,18,3,1
2013-01-11,53,1,4
2012-10-30,155,5,4
2012-11-26,74,9,1
2012-11-15,66,9,2
2012-11-24,20,12,4
2012-09-03,35,8,1
2012-11-06,100,12,5
2012-09-04,129,12,2
2013-01-13,61,10,1
2012-11-01,78,12,1
2012-09-27,114,1,2
2012-12-20,65,4,3
2012-12-09,126,7,3
2013-01-18,119,3,5
2012-10-25,97,1,2
2012-11-04,95,11,1
2012-09-05,105,2,4
2012-09-05,73,2,4
2012-09-06,39,5,4
2012-12-13,132,11,1
2012-12-30,111,10,5
2012-11-08,10,1,2
2012-12-10,156,1,4
2013-01-05,92,11,1
2012-11-11,130,11,1
2012-12-07,66,12,1
2012-11-02,112,5,5
2013-01-11,1,3,2
2013-01-22,128,9,1
2012-09-28,79,9,4
2012-09-07,60,12,1
2012-11-08,118,11,1
2012-12-27,50,6,1
2012-11-30,22,11,5
2012-09-16,58,5,5
2012-12-14,86,6,3
2012-09-16,128,3,3
2012-11-24,91,6,3
2012-10-07,72,5,3
2012-09-18,96,5,4
2012-10-28,96,11,3
2012-11-12,8,12,4
2012-12-24,55,2,1
2012-12-24,134,8,3
2013-01-22,40,11,1
2012-09-13,69,6,2
2012-11-21,118,12,2
2012-11-06,12,4,1
2012-12-12,37,1,3
2012-09-12,31,12,6
2012-09-15,30,3,4
2012-09-04,123,1,5
2012-10-19,128,6,2
2012-10-31,133,5,4
2012-10-26,52,3,1
2012-12-18,98,11,4
2012-12-17,93,1,2
2012-11-01,96,1,3
2012-09-07,5,8,5
2012-12-12,85,10,5
2012-11-30,87,1,6
2012-10-29,104,10,3
2012-10-28,116,6,5
2012-09-15,67,3,6
2012-09-13,124,12,6
2013-01-11,119,6,5
2012-12-22,130,7,1
2012-12-15,9,1,4
2012-10-31,87,4,6
2012-11-24,123,2,2
2012-10-19,77,8,2
2012-09-29,138,8,4
2012-10-14,8,10,4
2012-10-28,119,3,2
2012-12-08,90,3,6
2012-11-19,102,4,3
2012-10-10,71,12,3
2012-12-19,136,8,2
2012-11-10,31,4,1
2012-10-27,62,4,6
2012-10-26,27,6,3
2013-01-17,24,6,2
2012-12-21,89,9,1
2012-11-23,20,4,6
2012-12-14,72,10,3
2012-11-29,110,11,1
2012-11-06,54,8,6
2012-10-14,15,10,1
2012-10-14,97,8,2
2012-11-27,13,7,6
2012-11-08,83,5,3
2012-10-07,142,2,1
2012-10-29,146,6,2
2012-09-25,78,6,1
2012-12-12,17,7,2
2012-11-20,94,11,5
2012-10-03,30,5,1
2012-11-06,138,4,6
2012-11-03,64,6,3
2012-09-23,135,6,4
2012-09-29,8,12,3
2012-09-26,110,11,5
2012-12-26,54,10,4
2012-10-21,122,2,4
2012-10-16,150,6,4
2012-12-23,77,5,5
2012-12-30,68,11,6
2012-12-18,35,7,4
2013-01-22,103,9,1
2012-10-26,103,9,2
2012-09-24,143,12,2
2012-10-20,27,7,3
2012-09-05,141,12,6
2012-09-16,59,6,1
2012-11-10,133,2,3
2013-01-19,6,10,6
2012-11-04,82,8,6
2012-09-16,79,8,1
2012-11-12,116,1,1
2012-09-13,78,9,5
2013-01-22,135,8,4
2013-01-05,2,10,4
2012-12-23,62,8,1
2012-09-09,138,11,3
2012-12-29,120,6,2
2012-11-04,143,12,3
2012-12-27,140,6,5
2012-12-11,103,1,2
2012-12-16,1,5,1
2012-12-09,16,2,1
2012-09-26,77,9,3
2012-09-30,102,5,2
2012-10-13,59,2,6
2012-11-06,32,2,1
2012-10-12,83,4,5
2012-10-20,142,6,4
2012-10-01,2,3,4
2013-01-07,84,6,1
2012-11-19,38,6,1
2012-12-04,143,9,4
2012-09-25,79,5,6
2012-09-24,109,6,1
2012-10-21,107,1,1
2012-12-19,116,6,4
2012-11-25,101,8,6
2012-09-14,109,9,6
2013-01-10,95,4,5
2012-10-26,141,10,2
2012-11-06,139,5,6
2013-01-17,9,7,3
2012-12-23,82,9,3
2013-01-17,76,8,6
2012-11-24,89,4,5
2012-09-17,112,1,6
2012-09-26,47,3,2
2012-10-22,2,5,4
2012-09-03,15,3,2
2012-10-02,79,2,4
2012-09-11,37,10,5
2013-01-13,96,3,4
2012-12-07,149,1,6
2012-12-24,135,7,3
2013-01-12,53,4,3
2013-01-21,64,8,6
2012-12-26,90,2,3
2012-09-30,124,12,6
2012-12-08,146,1,3
2012-11-21,116,2,4
2012-12-17,53,3,3
2012-09-07,54,2,5
2012-11-16,75,12,6
2013-01-08,133,7,1
2013-01-15,62,4,6
2012-12-31,145,4,4
2012-11-08,89,12,2
2012-11-25,135,12,3
2012-10-04,51,5,3
2013-01-10,76,8,5
2012-12-19,136,11,1
2012-12-01,130,3,4
2012-11-08,143,7,2
2012-12-10,76,3,4
2012-12-05,68,7,1
2013-01-02,116,9,3
2012-12-20,121,9,4
2012-12-30,20,12,4
2012-12-23,10,3,5
2012-09-06,68,1,3
2012-12-11,69,1,1
2012-11-19,6,9,5
2012-12-29,23,7,6
2012-09-03,23,8,5
2012-09-07,78,6,3
2013-01-12,36,9,6
2012-09-05,128,6,2
2012-10-25,38,10,6
2013-01-12,24,8,2
2012-09-04,60,5,2
2012-12-14,70,6,1
2012-12-05,128,11,3
2013-01-08,77,1,6
2012-12-28,90,10,6
2012-09-19,150,2,2
2012-09-20,66,5,5
2012-11-17,39,6,5
2012-11-14,113,3,1
2012-12-11,75,6,6
2012-11-20,120,11,4
2012-10-24,30,1,1
2012-11-25,153,2,1
2012-10-25,48,10,1
2012-12-03,7,3,1
2012-10-03,45,6,4
2012-10-13,3,9,6
2012-09-16,124,1,5
2012-10-24,27,6,4
2012-09-23,121,1,6
2012-09-11,46,10,1
2012-11-02,66,4,5
2012-11-01,84,8,6
2012-09-06,12,2,5
2013-01-08,122,9,6
2012-11-24,30,6,1
2012-12-04,129,8,2
2012-11-20,88,11,2
2012-12-07,123,2,2
2013-01-21,46,3,3
2012-12-11,99,5,1
2013-01-15,65,8,6
2012-10-14,82,6,3
2012-12-26,147,2,2
2012-10-10,149,2,2
2012-12-30,37,10,6
2013-01-20,145,5,1
2013-01-07,122,9,2
2013-01-13,93,2,5
2012-09-18,17,3,3
2012-10-23,102,4,3
2012-11-15,53,4,3
2012-12-21,50,7,1
2012-11-01,87,3,5
2013-01-20,22,1,6
2012-12-05,153,1,2
2012-10-28,35,2,4
2012-10-16,43,1,6
2012-09-17,103,6,4
2012-11-07,127,10,4
2012-10-12,39,2,4
2012-09-10,112,10,1
2012-12-03,106,8,2
2013-01-05,61,9,6
2012-11-21,93,8,4
2012-12-01,151,12,6
2013-01-09,89,4,5
2012-12-12,9,2,5
2012-09-03,119,7,5
2012-10-18,50,12,1
2012-10-13,19,8,3
2012-09-11,66,3,5
2012-12-25,130,5,1
2012-09-16,42,5,3
2012-12-15,81,10,4
2012-11-15,20,10,4
2012-10-19,121,1,3
2013-01-02,7,4,2
2012-12-02,19,4,1
2012-09-03,137,7,2
2012-12-12,51,7,3
2012-11-23,73,12,3
2012-12-03,16,7,1
2013-01-18,41,6,1
2012-12-11,105,1,4
2012-10-07,3,11,6
2012-11-23,34,9,1
2012-11-18,60,10,5
2012-09-09,114,9,5
2012-11-24,29,12,5
2012-12-16,27,5,6
2012-09-29,72,5,1
2012-10-31,106,6,2
2013-01-07,108,3,2
2012-12-23,19,8,5
2012-12-20,74,3,6
2012-09-03,53,6,2
2013-01-12,20,7,2
2012-10-25,140,4,5
2012-12-24,67,10,3
2012-12-01,38,7,5
2012-12-02,81,4,5
2012-12-01,66,8,1
2012-11-25,150,8,4
2012-12-15,94,1,4
2012-11-21,6,2,2
2012-11-04,3,8,3
2012-10-05,138,11,4
2013-01-09,60,11,2
2012-12-24,90,11,2
2013-01-13,4,9,1
2012-10-16,106,10,3
2012-10-22,129,12,6
2012-11-05,18,6,2
2012-09-17,58,4,2
2012-12-09,36,3,2
2012-11-17,8,6,5
2012-10-22,68,6,5
2012-12-17,66,3,5
2012-09-04,156,1,4
2012-09-27,34,7,6
2012-11-08,152,9,1
2012-10-29,47,6,4
2012-10-10,53,1,5
2012-11-24,123,11,3
2012-09-05,69,3,1
2012-11-06,84,2,1
2012-10-14,25,5,5
2013-01-04,54,11,4
2012-10-08,4,4,6
2012-09-16,104,7,4
2013-01-19,89,1,3
2012-12-07,13,9,6
2012-10-05,73,10,5
2012-10-16,13,10,2
2012-12-20,35,10,3
2012-11-17,63,6,5
2012-12-26,54,10,6
2012-11-30,50,8,1
2012-12-07,152,6,2
2012-09-25,1,8,1
2012-11-09,58,4,3
2012-11-27,45,5,3
2012-09-10,137,9,3
2012-12-28,97,1,3
2012-09-23,1,5,4
2012-11-30,70,7,1
2012-11-16,115,6,2
2012-11-07,95,3,3
2012-09-26,56,5,6
2012-12-20,100,12,5
2012-09-23,88,7,2
2012-12-18,62,9,2
2012-11-01,28,7,5
2012-10-03,62,7,3
2012-09-03,76,4,2
2012-09-11,41,10,6
2012-12-30,97,12,6
2012-11-20,29,7,2
2012-10-21,65,2,6
2012-09-04,12,3,2
2012-09-16,57,2,1
2013-01-09,147,4,6
2012-10-21,79,1,4
2012-12-28,8,7,1
2012-09-26,123,4,1
2012-09-05,73,7,2
2012-12-23,138,2,6
2012-12-13,156,2,6
2012-11-29,75,1,6
2012-09-27,65,4,4
2012-12-17,19,7,2
2012-09-22,24,5,6
2012-09-27,78,8,2
2012-11-07,140,2,1
2013-01-02,145,4,6
2012-10-27,101,2,5
2012-11-21,126,4,6
2013-01-22,113,3,1
2013-01-21,36,1,1
2012-12-17,76,9,3
2012-10-24,92,2,1
2012-11-24,44,6,4
2012-12-28,98,3,2
2012-10-14,72,11,5
2012-12-02,106,7,3
2012-10-17,109,4,4
2012-09-26,115,4,3
2013-01-04,126,12,3
2012-09-16,86,10,4
2012-11-29,44,12,4
2012-11-23,154,3,2
2012-09-11,38,12,1
2012-10-31,50,7,3
2012-11-20,61,1,4
2012-10-05,98,11,2
2012-10-10,52,6,4
2012-10-06,9,12,3
2012-10-10,4,7,2
2012-11-08,133,10,5
2012-09-11,68,4,2
2012-12-20,126,4,4
2012-12-16,28,1,5
2012-10-06,111,5,2
2012-09-15,147,2,3
2012-12-04,122,7,5
2012-10-24,83,5,6
2012-09-05,110,6,3
2012-12-15,150,4,6
2012-09-13,153,12,3
2012-12-07,65,1,3
2012-12-12,65,3,1
2012-09-24,32,4,1
2012-09-11,56,4,6
2013-01-05,12,7,4
2012-12-04,104,6,5
2012-10-10,122,7,1
2012-11-04,56,1,6
2012-12-12,92,5,1
2012-10-08,66,11,1
2012-10-27,22,9,3
2012-11-30,95,4,6
2012-10-21,33,8,4
2012-10-21,29,11,2
2013-01-16,75,3,1
2012-09-10,109,11,5
2012-11-19,63,12,2
2012-10-09,91,11,4
2013-01-05,26,7,2
2012-09-24,84,11,3
2012-12-24,129,12,2
2013-01-10,50,4,6
2012-11-04,115,9,6
2012-09-15,37,2,4
2012-10-29,75,2,5
2012-11-11,18,2,6
2013-01-11,143,7,5
2012-11-24,152,11,2
2013-01-14,69,12,6
2012-09-28,58,8,6
2012-10-21,32,9,4
2013-01-14,14,12,2
2013-01-08,67,6,5
2012-11-23,149,2,2
2012-11-29,110,5,5
2012-10-09,144,7,2
2012-09-20,3,10,5
2012-11-07,91,12,6
2012-10-03,155,7,2
2013-01-03,139,10,2
2012-09-10,120,6,4
2013-01-12,54,11,1
2012-09-26,28,5,1
2013-01-02,79,10,1
2012-12-27,133,12,1
2012-11-08,3,5,6
2012-09-24,132,10,6
2013-01-16,23,5,4
2012-12-12,153,10,4
2012-11-23,85,7,3
2012-10-08,147,2,3
2012-11-04,130,3,3
2012-12-19,93,2,6
2012-10-16,69,3,2
2012-12-14,75,7,3
2013-01-09,68,9,2
2012-09-22,29,1,1
2012-09-07,34,2,6
2012-11-06,109,1,5
2012-12-21,138,8,1
2013-01-07,88,8,6
2012-12-11,2,10,2
2012-09-05,100,2,1
2012-10-12,130,9,2
2012-12-14,52,4,3
2013-01-16,107,8,6
2012-12-13,105,9,6
2012-11-08,5,9,2
2012-12-04,146,8,5
2012-09-25,97,5,4
2013-01-10,73,9,2
2012-11-15,59,5,2
2012-10-26,59,3,6
2012-09-25,7,5,1
2012-10-10,55,7,5
2012-12-23,68,2,1
2012-11-20,134,10,2
2012-10-15,45,11,5
2012-09-17,131,11,2
2012-10-16,98,3,2
2012-11-09,76,6,3
2013-01-12,122,10,3
2012-09-10,12,7,4
2012-09-11,155,5,6
2012-09-10,126,7,3
2012-10-13,104,9,1
2012-11-12,21,4,1
2012-10-27,131,1,4
2012-10-01,59,11,1
2013-01-06,90,9,3
2012-11-01,114,12,1
2013-01-18,9,10,1
2012-12-11,102,10,2
2012-11-21,135,1,1
2012-09-19,4,10,1
2012-11-02,6,9,1
2012-11-21,154,12,5
2012-10-23,116,8,6
2012-12-23,1,12,4
2012-10-12,114,3,5
2012-12-29,100,1,3
2012-09-22,117,4,2
2012-11-13,74,3,4
2012-11-17,118,4,6
2012-11-09,127,10,2
2012-11-11,137,2,4
2012-12-12,72,3,4
2012-12-02,106,9,4
2012-11-01,127,12,3
2013-01-07,51,3,1
2012-11-11,14,7,4
2012-09-08,151,7,3
2012-11-09,15,8,2
2012-11-23,71,9,2
2012-10-05,54,3,1
2012-12-19,153,6,4
2013-01-09,24,4,2
2012-12-06,148,4,5
2012-11-19,27,11,3
2012-11-18,18,10,6
2012-10-25,87,11,6
2012-12-10,60,2,1
2012-10-08,57,8,2
2012-10-09,135,5,2
2012-11-27,4,11,3
2012-12-25,57,8,1
2012-12-17,64,4,6
2012-10-10,129,7,6
2012-10-29,86,1,6
2012-10-04,105,8,4
2012-12-05,147,5,3
2012-11-05,10,9,3
2012-09-13,128,3,1
2012-11-21,106,1,6
2013-01-04,150,3,1
2012-11-19,111,6,6
2012-12-23,151,10,5
2012-10-29,51,6,4
2012-09-05,25,6,3
